item_id,strategy_name,post_title,author,primary_url,source_hash,source_vintage_note,backtest_start,backtest_end,post_time,post_modified_time,backtest_to_post_days,post_publication_days,natural_oos_eligible,oos_integrity_grade,strict_natural_oos,lineage_id,lineage_size,seed_priority,seed_label
2022年度精选策略/95.首席质量因子-Gross Profitabilit（简化版）.txt,首席质量因子-Gross Profitabilit（简化版）,首席质量因子-Gross Profitabilit（简化版）,养鸡小白,https://www.joinquant.com/post/37683,8b4c337fa8a461cf563a7c72a2e1a712136cfffd47e369eaebc5000c1dbb3d8a,current archive source has no pre-OOS immutable timestamp,2015-01-01,2022-05-13,2022-05-14 21:23:52,2022-05-14 21:23:52,1,1564,true,C,false,L-ba2f267418,1,,
2022年度精选策略/79.实盘一周50%的妖股探测器.txt,实盘一周50%的妖股探测器,实盘一周50%的妖股探测器,Dr.QYQ,https://www.joinquant.com/post/37894,8f36bf38e4b306e643ef4aa0b6ff81b10bcb60afa78b3bc51c60cafca413aae7,current archive source has no pre-OOS immutable timestamp,2021-01-01,2022-05-13,2022-05-28 00:54:18,2022-05-28 00:54:18,15,1550,true,C,false,L-193e7b7129,1,,
2022年度精选策略/65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.txt,神级策略：桥水全天候策略-7年最大回撤仅3.5%,神级策略：桥水全天候策略-7年最大回撤仅3.5%,easy184,https://www.joinquant.com/post/37928,b791d835048ff12ceea970e55e8382de768b392957927032781116567e36cdad,current archive source has no pre-OOS immutable timestamp,2015-01-01,2022-05-22,2022-05-30 09:17:43,2022-06-24 18:42:13,8,1548,true,C,false,L-9e1602de7f,2,,
2022年度精选策略/75.ETF轮动策略-入门2.0.txt,ETF轮动策略-入门2.0,ETF轮动策略-入门2.0,vzhb,https://www.joinquant.com/post/38120,922e9cbd54b5bdd563d4fd65685830139d3a8ac75b74872e30aa0c4634ac730b,current archive source has no pre-OOS immutable timestamp,2013-01-01,2022-06-13,2022-06-14 12:53:05,2022-06-14 12:53:05,1,1533,true,C,false,L-b10568e8ac,6,,
2022年度精选策略/68.胜率78%，6年36倍，今年行情依然50%年化.txt,胜率78%，6年36倍，今年行情依然50%年化,胜率78%，6年36倍，今年行情依然50%年化,何小爷,https://www.joinquant.com/post/38141,238b9a4c337a67e357f730e71c20db2fc79f90730c12aec8201d262e089be173,current archive source has no pre-OOS immutable timestamp,2015-01-01,2022-06-15,2022-06-16 21:44:17,2022-06-16 23:26:59,1,1531,true,C,false,L-d6ec2d2c46,1,,
2022年度精选策略/74.【动量应用V1】12年120倍，根据研报思路调整.txt,【动量应用V1】12年120倍，根据研报思路调整,【动量应用V1】12年120倍，根据研报思路调整,free,https://www.joinquant.com/post/38163,e2a860ff04df31035633f6a1d329baba182e75b9216879b22b429ffd8eed3ebb,current archive source has no pre-OOS immutable timestamp,2009-01-01,2022-06-17,2022-06-18 17:07:19,2022-06-19 22:20:00,1,1529,true,C,false,L-96fca4a65b,7,,
2022年度精选策略/6.PEG+成长+小市值+RSRS择时.txt,PEG+成长+小市值+RSRS择时,PEG+成长+小市值+RSRS择时,量化菜鸟鸟,https://www.joinquant.com/post/38233,91046c226e6c4fde81f4d870221596028e263737a8e56c03449d6357465afeaa,current archive source has no pre-OOS immutable timestamp,2015-01-01,2022-06-22,2022-06-24 00:27:56,2022-06-24 00:27:56,2,1523,true,C,false,L-f68f3dedc3,2,,
2022年度精选策略/91.【复现】特征分布建模择时.txt,【复现】特征分布建模择时,【复现】特征分布建模择时,Hugo2046,https://www.joinquant.com/post/38332,724efc0fd2f9b8a59c6dbccf5277a3c40acd449eecdd6b11a2db0cc9f01b2b6f,current archive source has no pre-OOS immutable timestamp,2013-01-01,2022-02-28,2022-06-30 12:12:13,2022-07-01 09:08:31,122,1517,true,C,false,L-51129a7c94,1,,
2022年度精选策略/35.自适应量化终极算法2.0 （全新升级).txt,自适应量化终极算法2.0 （全新升级),自适应量化终极算法2.0 （全新升级）,JinnyKoo,https://www.joinquant.com/post/38623,256667a10df04804999db3ace563d43da4b80384c3ae97c2829b99e4d189db65,current archive source has no pre-OOS immutable timestamp,2022-01-01,2022-07-28,2022-07-30 09:23:44,2022-07-30 09:24:43,2,1487,true,C,false,L-a9d95c3302,1,,
2022年度精选策略/96.集合竞价量比策略V1.txt,集合竞价量比策略V1,集合竞价量比策略V1,欧阳1991,https://www.joinquant.com/post/38663,03876f94cfaa1b16ccb71083f5ebb21f6e138d6396bff7f1c3dfd010bda9cc31,current archive source has no pre-OOS immutable timestamp,2022-05-01,2022-07-31,2022-08-02 09:42:41,2022-08-02 10:05:28,2,1484,true,C,false,L-4c0b9e6508,1,,
2022年度精选策略/39.绩优小市值量化君也-模拟交易年化333.75%.txt,绩优小市值量化君也-模拟交易年化333.75%,绩优小市值量化君也-模拟交易年化333.75%,攀登者,https://www.joinquant.com/post/38791,e682aed376f596890b0fabf1dabfaee4a813db137018b7bea03ba44d79d8b05b,current archive source has no pre-OOS immutable timestamp,2019-01-01,2022-07-24,2022-08-12 13:20:04,2022-08-12 13:20:04,19,1474,true,C,false,L-96fca4a65b,7,,
2022年度精选策略/25.年初至今4倍，极致的Day Trading，56.8%胜率.txt,年初至今4倍，极致的Day Trading，56.8%胜率,年初至今4倍，极致的Day Trading，56.8%胜率,Dr.QYQ,https://www.joinquant.com/post/38940,ca914928d61dd7a7da1278d81c32dbecb7e6f6af2812cb80acce68b2c2531f93,current archive source has no pre-OOS immutable timestamp,2022-01-01,2022-08-23,2022-08-25 11:27:14,2022-08-25 11:27:14,2,1461,true,C,false,L-7919dad200,1,,
2022年度精选策略/100.【复现】金股组合增强—分析师推荐概率.txt,【复现】金股组合增强—分析师推荐概率,【复现】金股组合增强—分析师推荐概率,Hugo2046,https://www.joinquant.com/post/39135,0bf540f4c45179e970af68fc9381d3ac5db589061de247005d26dd6e0856b5c7,current archive source has no pre-OOS immutable timestamp,2020-01-01,2022-08-31,2022-09-14 00:45:12,2022-09-20 21:39:13,14,1441,true,C,false,L-ba61ec9a91,1,,
2022年度精选策略/69.场内基金定投价值平均增强策略，年化30%+.txt,场内基金定投价值平均增强策略，年化30%+,场内基金定投价值平均增强策略，年化30%+,子匀,https://www.joinquant.com/post/39272,8f2b63d33e82ebd3b5cf2388f28b3a731ccb5a81a905551fd4234d4fbd574f98,current archive source has no pre-OOS immutable timestamp,2018-08-01,2022-08-31,2022-09-27 09:50:51,2022-09-27 09:50:51,27,1428,true,C,false,L-0526a28909,1,,
2022年度精选策略/1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,一颗耀眼的星—【回顾2】小市值成长股策略更新—改,一颗耀眼的星—【回顾2】小市值成长股策略更新—改,jqz1226 ZUEL,https://www.joinquant.com/post/39325,a75c03dd51fa69ce85c80e18502dcd73e1d038986ddf64b0e633a1b70e9e3d24,current archive source has no pre-OOS immutable timestamp,2019-01-01,2022-09-30,2022-10-01 22:58:43,2022-10-01 22:58:43,1,1424,true,C,false,L-f814a0e432,3,,
2022年度精选策略/26.近几年一直有效的股票BOLL择时策略.txt,近几年一直有效的股票BOLL择时策略,近几年一直有效的股票BOLL择时策略,勤奋的大海龟,https://www.joinquant.com/post/39510,b9a9d33119b83b2c635f357f8d3455e703a3385d038f8fac9d620267ac189874,current archive source has no pre-OOS immutable timestamp,2019-01-01,2022-10-19,2022-10-20 11:16:08,2022-10-20 11:35:39,1,1405,true,C,false,L-466e42dca8,1,,
2022年度精选策略/42.实盘出现的问题和解决办法.txt,实盘出现的问题和解决办法,实盘出现的问题和解决办法,蚂蚁量化,https://www.joinquant.com/post/39545,dfa3d69a258192eaf5c117c5062cc881aa0aa87cc04e74ef3483ee47b783a040,current archive source has no pre-OOS immutable timestamp,2010-01-01,2022-10-21,2022-10-22 14:21:09,2022-12-08 11:35:50,1,1403,true,C,false,L-51ff3fdf53,4,,
"2022年度精选策略/32.追高概率涨停策略, 2022年化350%.txt","追高概率涨停策略, 2022年化350%","追高概率涨停策略, 2022年化350%",养家大哥,https://www.joinquant.com/post/39553,e9292b3be31f12ec2391b335225227f97f71a11bfcfcac539f90a5d7fccda60b,current archive source has no pre-OOS immutable timestamp,2022-01-01,2022-10-21,2022-10-23 15:13:03,2022-10-23 15:28:29,2,1402,true,C,false,L-78338d3037,1,,
2022年度精选策略/56.一创PEG+EBIT+turnover_volatility.txt,一创PEG+EBIT+turnover_volatility,一创PEG+EBIT+turnover_volatility,tianguong,https://www.joinquant.com/post/39698,f2b37d4886dff90629104e51e56d31a1c3334183cea436d32e9e843061fc8985,current archive source has no pre-OOS immutable timestamp,2018-08-01,2022-11-03,2022-11-04 13:09:19,2022-11-04 15:14:23,1,1390,true,C,false,L-43d337a81f,1,,
2022年度精选策略/15.高股息低杠杆小市值轮动策略.txt,高股息低杠杆小市值轮动策略,高股息低杠杆小市值轮动策略,wywy1995,https://www.joinquant.com/post/39774,03e6a0946439b3d73982199bf61ccc6c6f3d4bb4f08b55c18a92a6031232616e,current archive source has no pre-OOS immutable timestamp,2008-01-01,2022-11-08,2022-11-09 23:23:36,2022-11-12 20:26:47,1,1385,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/6.高股息低杠杆小市值轮动策略.txt,高股息低杠杆小市值轮动策略,高股息低杠杆小市值轮动策略,wywy1995,https://www.joinquant.com/post/39774,03e6a0946439b3d73982199bf61ccc6c6f3d4bb4f08b55c18a92a6031232616e,current archive source has no pre-OOS immutable timestamp,2008-01-01,2022-11-08,2022-11-09 23:23:36,2022-11-12 20:26:47,1,1385,true,C,false,L-8ee26d2380,19,,
2022年度精选策略/23.低价小盘简单有效.txt,低价小盘简单有效,低价小盘简单有效,wywy1995,https://www.joinquant.com/post/39788,5ac7894b32d0bdf363bf424de109b84aa3d3870c69752417fb6ac502e4a27d9e,current archive source has no pre-OOS immutable timestamp,2008-01-01,2022-11-10,2022-11-11 15:48:55,2022-11-25 00:26:07,1,1383,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/11.低价小盘简单有效.txt,低价小盘简单有效,低价小盘简单有效,wywy1995,https://www.joinquant.com/post/39788,5ac7894b32d0bdf363bf424de109b84aa3d3870c69752417fb6ac502e4a27d9e,current archive source has no pre-OOS immutable timestamp,2008-01-01,2022-11-10,2022-11-11 15:48:55,2022-11-25 00:26:07,1,1383,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/9.持仓95只大容量小市值，媲美金元顺安元启.txt,持仓95只大容量小市值，媲美金元顺安元启,持仓95只大容量小市值，媲美金元顺安元启,开心果,https://www.joinquant.com/post/39814,3a1870d8bb0f5573bab64b9924a1c5f4a8072423da631dcc1099db4152a34a5a,current archive source has no pre-OOS immutable timestamp,2009-01-01,2022-11-12,2022-11-14 11:09:31,2023-02-17 20:08:39,2,1380,true,C,false,L-21fba2cd5c,1,,
2022年度精选策略/59.年化62%的动量策略.txt,年化62%的动量策略,年化62%的动量策略,逸_,https://www.joinquant.com/post/39838,5a383fc8882c3c3eb334b8b4eb17dd17ac404f224b9f7685835079b3802d40a6,current archive source has no pre-OOS immutable timestamp,2021-01-01,2022-11-14,2022-11-15 15:08:50,2022-11-21 10:34:34,1,1379,true,C,false,L-1c4821a0d2,2,,
2024年度精选策略/49.年化62%的动量策略.txt,年化62%的动量策略,年化62%的动量策略,逸_,https://www.joinquant.com/post/39838,5a383fc8882c3c3eb334b8b4eb17dd17ac404f224b9f7685835079b3802d40a6,current archive source has no pre-OOS immutable timestamp,2021-01-01,2022-11-14,2022-11-15 15:08:50,2022-11-21 10:34:34,1,1379,true,C,false,L-1c4821a0d2,2,,
2024年度精选策略/88.韶华研究之十六，指数增强.txt,韶华研究之十六，指数增强,韶华研究之十六，指数增强,韶华不负,https://www.joinquant.com/post/39897,329794ee948531cf4a3a584fb50bf88efb41c502cd91fc74f9e0bde8a22f3e9d,current archive source has no pre-OOS immutable timestamp,2021-01-01,2022-11-18,2022-11-20 18:13:07,2022-11-20 18:13:07,2,1374,true,C,false,L-8275429022,1,,
2022年度精选策略/17.科技与狠活.txt,科技与狠活,科技与狠活,wywy1995,https://www.joinquant.com/post/39961,2553638d7c2d65cdef33c19a6efe8af66e4cdcee68f2a0967b4a8e1fe8c4fed1,current archive source has no pre-OOS immutable timestamp,2018-01-01,2022-11-24,2022-11-25 04:59:01,2022-11-25 04:59:01,1,1369,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/2.“7年40倍”策略扩容到50只.txt,“7年40倍”策略扩容到50只,“7年40倍”策略扩容到50只,wywy1995,https://www.joinquant.com/post/39960,f6efb6dbe0c0a30dbf9cabb238aa7d9f08e01c367d0093f0db11e7cd1bac1fc2,current archive source has no pre-OOS immutable timestamp,2018-01-01,2022-11-23,2022-11-25 04:23:52,2023-03-12 23:45:55,2,1369,true,C,false,L-18dc90ef63,1,,
2024年度精选策略/8.科技与狠活.txt,科技与狠活,科技与狠活,wywy1995,https://www.joinquant.com/post/39961,2553638d7c2d65cdef33c19a6efe8af66e4cdcee68f2a0967b4a8e1fe8c4fed1,current archive source has no pre-OOS immutable timestamp,2018-01-01,2022-11-24,2022-11-25 04:59:01,2022-11-25 04:59:01,1,1369,true,C,false,L-8ee26d2380,19,,
2022年度精选策略/22.菜场大妈选股法.txt,菜场大妈选股法,删,开心果,https://www.joinquant.com/post/40004,aeb4a29358ce7a8e3150834251288ba5c76764a8ef8aed51e42ca4503f9c8053,current archive source has no pre-OOS immutable timestamp,2012-01-01,2022-11-28,2022-11-28 22:11:53,2023-02-17 20:03:44,0,1366,true,C,false,L-7fa6d9e653,2,,
2022年度精选策略/83.开盘幅度决定日内方向.txt,开盘幅度决定日内方向,开盘幅度决定日内方向,ZWK123,https://www.joinquant.com/post/40118,c8d4a9cd398d6ff599e0c060f07f9a7686826a03b043efe2e9684f69b7c68afb,current archive source has no pre-OOS immutable timestamp,2016-03-01,2022-11-17,2022-12-08 15:36:21,2022-12-08 15:36:21,21,1356,true,C,false,L-ef8486add9,1,,
2024年度精选策略/28.正黄旗大妈选股法，修改版，年化92%.txt,正黄旗大妈选股法，修改版，年化92%,正黄旗大妈选股法，修改版，年化92%,oupian,https://www.joinquant.com/post/40139,37f9f568b32f1078cc7d9e1a7d8836c1c5224451b0c2aaabd20d7affeeaaf3ae,current archive source has no pre-OOS immutable timestamp,2022-01-01,2022-11-30,2022-12-11 00:53:25,2022-12-11 11:39:06,11,1353,true,C,false,L-19516ec5a2,1,,
2022年度精选策略/48.一种宏观数据的中长线策略，年化15%，最大回撤9%.txt,一种宏观数据的中长线策略，年化15%，最大回撤9%,一种宏观数据的中长线策略，年化15%，最大回撤9%,Acne Studio,https://www.joinquant.com/post/40154,5032663f0f43561b851952381ebdb525eac6354375aed6d25ec54c49e88f368c,current archive source has no pre-OOS immutable timestamp,2016-01-04,2022-12-09,2022-12-12 18:31:43,2022-12-12 21:03:59,3,1352,true,C,false,L-cc06fa46da,2,,
2022年度精选策略/49.修改成一创版本.txt,修改成一创版本,修改成一创版本,keep_silent,https://www.joinquant.com/post/40159,c07e69192d693a3914c10ff79305460409c865e7ecc46bb80335cf4f0ea5e923,current archive source has no pre-OOS immutable timestamp,2013-01-01,2022-12-11,2022-12-12 23:56:07,2022-12-13 22:20:54,1,1352,true,C,false,L-ae898461bd,1,,
2024年度精选策略/21.一种宏观数据的中长线策略，年化15%，最大回撤9%.txt,一种宏观数据的中长线策略，年化15%，最大回撤9%,一种宏观数据的中长线策略，年化15%，最大回撤9%,Acne Studio,https://www.joinquant.com/post/40154,5032663f0f43561b851952381ebdb525eac6354375aed6d25ec54c49e88f368c,current archive source has no pre-OOS immutable timestamp,2016-01-04,2022-12-09,2022-12-12 18:31:43,2022-12-12 21:03:59,3,1352,true,C,false,L-cc06fa46da,2,,
2024年度精选策略/37.【择时模块实际效果】--论坛随便选了个策略加装.txt,【择时模块实际效果】--论坛随便选了个策略加装,【择时模块实际效果】--论坛随便选了个策略加装,一只皮卡丘,https://www.joinquant.com/post/40237,201ef6fd1f4d03ca2c404d94a593a20ef5b8710c7b92ca03e6a3f913fbdd9d60,current archive source has no pre-OOS immutable timestamp,2018-01-01,2022-11-30,2022-12-20 12:48:12,2022-12-20 13:01:18,20,1344,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/5.尝试用机器学习批量生产小盘策略.txt,尝试用机器学习批量生产小盘策略,尝试用机器学习批量生产小盘策略,wywy1995,https://www.joinquant.com/post/40346,6397c38f8dc6b7351b80029e25a14efff486cb2911640f404e590ad0602253f6,current archive source has no pre-OOS immutable timestamp,2018-01-01,2022-12-31,2023-01-04 19:09:08,2023-01-12 16:36:31,4,1329,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/50.新策略，一种新思路，超额376%！.txt,新策略，一种新思路，超额376%！,新策略，一种新思路，超额376%！,hello friends,https://www.joinquant.com/post/40560,b793594d21e8267cb750bb80bdf1896a369c50fb3f9349a2966d34b26c60c610,current archive source has no pre-OOS immutable timestamp,2015-01-01,2023-01-27,2023-01-28 23:42:15,2023-01-29 00:07:15,1,1305,true,C,false,L-f814a0e432,3,,
2024年度精选策略/22.菜场大妈皇城大妈年化108大妈吉祥.txt,菜场大妈皇城大妈年化108大妈吉祥,菜场大妈！皇城大妈！年化108%！大妈吉祥！,Clarence.罗,https://www.joinquant.com/post/40850,0264c94d7d711440b1d04d382709e0cfcf3771da3f8d1239da3881f8bc421b9d,current archive source has no pre-OOS immutable timestamp,2022-01-01,2023-01-01,2023-02-13 20:33:22,2023-02-14 14:08:25,43,1289,true,C,false,L-fee9a81060,1,,
2024年度精选策略/1.差不多得了.txt,差不多得了,差不多得了,wywy1995,https://www.joinquant.com/post/40981,6ba66e995555be8aca2e26c05502baa6bc09563f6c0cf450fa97f5be05b6d8a0,current archive source has no pre-OOS immutable timestamp,2008-11-01,2023-02-15,2023-02-21 12:59:29,2023-02-22 00:15:40,6,1281,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/25.低价股优化，18年至今10625.40%，已加防未来函数.txt,低价股优化，18年至今10625.40%，已加防未来函数,低价股优化，18年至今10625.40%，已加防未来函数,南国草,https://www.joinquant.com/post/40992,978c9fc1d93d3f13abd44c35087ceeb380de26589d9a41adc4cead8b49d36213,current archive source has no pre-OOS immutable timestamp,2022-01-01,2023-02-20,2023-02-21 22:20:31,2023-02-23 12:22:10,1,1281,true,C,false,L-a0d3ac0c0c,1,,
2024年度精选策略/23.wywy1995大神机器学习策略年化提升35pt.txt,wywy1995大神机器学习策略年化提升35pt,wywy1995大神机器学习策略年化提升35pt,斯科尔斯,https://www.joinquant.com/post/41155,ed76fce0a26ffdf15e3885ea1558185b9c789be160f222b755a3b73c73271129,current archive source has no pre-OOS immutable timestamp,2021-01-01,2023-01-01,2023-03-04 13:52:26,2023-03-04 14:02:26,62,1270,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/17.5年超额收益1055%，K线处理大阴线，无未来.txt,年超额收益1055%，K线处理大阴线，无未来,5年超额收益1055%，K线处理大阴线，无未来,hello friends,https://www.joinquant.com/post/41175,1e2a3b3d2679ce3b56ad277ba1c293a3fb2deccaeb12a4a65d8e38505948f08c,current archive source has no pre-OOS immutable timestamp,2018-01-01,2023-02-18,2023-03-05 14:06:04,2023-03-05 14:29:03,15,1269,true,C,false,L-f814a0e432,3,,
2024年度精选策略/79.SVR选股的小市值策略.txt,SVR选股的小市值策略,SVR选股的小市值策略,南澳,https://www.joinquant.com/post/41611,04531ad5eb0b029db8f37270ae5f66f722076fe86f16f0a1733fdf6eb10fc73e,current archive source has no pre-OOS immutable timestamp,2019-01-01,2023-03-26,2023-03-28 08:15:52,2023-03-28 08:26:28,2,1246,true,C,false,L-b668fa8882,1,,
2024年度精选策略/10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.txt,多因子宽基ETF择时轮动改进版-高收益大资金低回撤,多因子宽基ETF择时轮动改进版-高收益大资金低回撤,养家大哥,https://www.joinquant.com/post/41718,ab43511b760628074bc0b886a2269a48b667a1a1754aa7717e707fe70c70c65f,current archive source has no pre-OOS immutable timestamp,2018-01-01,2023-04-01,2023-04-02 22:25:33,2023-04-02 22:25:33,1,1241,true,C,false,L-6c04db3dd0,3,,
2024年度精选策略/30.挖掘中国特色的估值体系投资机会，年化150%+.txt,挖掘中国特色的估值体系投资机会，年化150%+,挖掘中国特色的估值体系投资机会，年化150%+,子匀,https://www.joinquant.com/post/41763,d2ab46bd7c844456864c0eb2c6165d7c980f9ecbf8ef91fe4d73ac36181ae8ed,current archive source has no pre-OOS immutable timestamp,2022-11-14,2023-04-04,2023-04-05 09:57:12,2023-04-05 09:57:12,1,1238,true,C,false,L-547077e43c,1,,
2024年度精选策略/12.致敬聚宽机器学习多因子50只持仓14年37倍.txt,致敬聚宽机器学习多因子50只持仓14年37倍,AI多因子,Gyron,https://www.joinquant.com/post/41917,fc0b48f5894edc39168bf65ba97d35fca6772e37aa7dee7b090fc40db104ff14,current archive source has no pre-OOS immutable timestamp,2009-01-01,2023-04-01,2023-04-12 19:36:37,2026-04-07 17:52:17,11,1231,true,C,false,L-45e21d8cd2,1,,
2024年度精选策略/16.大市值价值投资，从2005年至今超额稳定.txt,大市值价值投资，从2005年至今超额稳定,大市值价值投资，从2005年至今超额稳定,Ahfu,https://www.joinquant.com/post/41921,6eaa2a820741f2e12fe87cfc2b7a2a0a11e003e3155809241ab5ea45760d063b,current archive source has no pre-OOS immutable timestamp,2013-04-11,2023-04-11,2023-04-12 22:46:01,2024-03-24 22:42:34,1,1231,true,C,false,L-092babf3c2,1,,
"2024年度精选策略/58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.txt","融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！","融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！",naruto,https://www.joinquant.com/post/41913,0e89c2feae07d5baf5c4a87eef947c7dcc35266f0a6d9fcf8fe781d3ff4092dd,current archive source has no pre-OOS immutable timestamp,2020-01-01,2023-04-11,2023-04-12 16:23:02,2023-04-12 16:25:59,1,1231,true,C,false,L-94a52748cd,1,,
2024年度精选策略/72.桥水 全天候策略 增加一致性度量ES 风险控制.txt,桥水 全天候策略 增加一致性度量ES 风险控制,桥水 全天候策略2 增加一致性度量ES 风险控制,aiyquant,https://www.joinquant.com/post/41908,f6f879487fb0c072ff6e585cee3fccaaa87c8125a84482056606ef8799d33ee1,current archive source has no pre-OOS immutable timestamp,2016-01-01,2022-12-31,2023-04-12 13:50:08,2025-10-20 16:55:58,102,1231,true,C,false,L-9613022310,1,,
2024年度精选策略/39.大资金优质股策略，总收益1217%！无小市值因子！.txt,大资金优质股策略，总收益1217%！无小市值因子！,大资金基本面策略，总收益1217%！无小市值因子！,hello friends,https://www.joinquant.com/post/42029,ac02ffbf5168606ffc3fec8de8e1d14ed67c34ec09b8a7e86d61caf1886bf621,current archive source has no pre-OOS immutable timestamp,2012-01-01,2023-04-18,2023-04-19 11:40:30,2025-03-18 11:49:17,1,1224,true,C,false,L-7e678ce34a,1,,
2024年度精选策略/54.追市场热点策略.txt,追市场热点策略,追市场热点策略,养家大哥,https://www.joinquant.com/post/42186,e0cbdb88ff80159f6067e6405442a36214a4decf9efe7f0ff1cd156c4325157f,current archive source has no pre-OOS immutable timestamp,2023-04-01,2023-04-28,2023-05-01 08:12:27,2023-05-01 08:12:27,3,1212,true,C,false,L-fcf7a226fc,1,,
2024年度精选策略/32.非线性市值（非小市值）组合4只.txt,非线性市值（非小市值）组合4只,非线性市值（非小市值）组合4只,璐璐202006,https://www.joinquant.com/post/42211,c0d3da73098e9c09de7c0a78cefbce512ab8890eecdd227e24355fc1aa4288d6,current archive source has no pre-OOS immutable timestamp,2018-01-01,2023-05-03,2023-05-03 21:04:30,2023-05-04 17:23:12,0,1210,true,C,false,L-3bb509f9ae,1,,
"2024年度精选策略/45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.txt","[原创]价值投资+期货对冲V4.0,无惧市场大跌","[原创]价值投资+期货对冲V4.0,无惧市场大跌",Eddie79163,https://www.joinquant.com/post/42256,ab738a605295e400175715a280dac009371c1f2acf0e7766752906a79fc59115,current archive source has no pre-OOS immutable timestamp,2019-01-01,2023-05-06,2023-05-07 16:05:42,2023-08-23 23:24:17,1,1206,true,C,false,L-343d1aabd2,1,,
2024年度精选策略/82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.txt,实盘模拟的小盘股策略，低频，带基本面优化以及个股风控,实盘模拟的小盘股策略，低频，带基本面优化以及个股风控,强势投资,https://www.joinquant.com/post/42288,0da0b7fc55c0d7ff5996cc2b2843db724d083f969ea62429582dcbeb04ac953c,current archive source has no pre-OOS immutable timestamp,2021-01-01,2023-01-05,2023-05-08 15:13:10,2023-05-08 15:13:10,123,1205,true,C,false,L-b3a8d31049,1,,
2024年度精选策略/24.凑波热闹，也来试试多因子线性回归.txt,凑波热闹，也来试试多因子线性回归,凑波热闹，也来试试多因子线性回归,Plisking,https://www.joinquant.com/post/42371,109cacd7599ed1dab86125a80944325ba11785966ad4310b7cd148d9eb8b18b2,current archive source has no pre-OOS immutable timestamp,2020-01-01,2023-05-11,2023-05-12 21:52:35,2023-05-13 07:55:18,1,1201,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/44.分享一个兼顾业绩增长和PEG指标的股票策略.txt,分享一个兼顾业绩增长和PEG指标的股票策略,分享一个兼顾业绩增长和PEG指标的股票策略,芹菜1303,https://www.joinquant.com/post/42593,586bf834f159ee6bea18f5cbb8364f92c940a80abf64040e3b9cbc9decf7cb4c,current archive source has no pre-OOS immutable timestamp,2019-01-01,2023-05-27,2023-05-28 22:47:38,2023-05-29 11:29:02,1,1185,true,C,false,L-6556cf338a,1,,
2024年度精选策略/14.四年多翻9倍，年化73%，成长因子评分筛选.txt,四年多翻9倍，年化73%，成长因子评分筛选,四年多翻9倍，年化73%，成长因子评分筛选,wolfman,https://www.joinquant.com/post/42677,6df9b6879dad071281c45d998c640826ead3026f0bbbbfede1e26853e31e06c4,current archive source has no pre-OOS immutable timestamp,2019-01-01,2023-06-01,2023-06-02 09:46:29,2023-06-02 10:44:28,1,1180,true,C,false,L-f387279a03,1,,
2024年度精选策略/64.基于XGBoost6m滚动选股策略.txt,基于XGBoost6m滚动选股策略,基于XGBoost_6m滚动选股策略,雨汪,https://www.joinquant.com/post/42706,69e9efddc445f99eef386169233914ada29a2c1fc4c912d129fccd6c2acb409b,current archive source has no pre-OOS immutable timestamp,2021-11-01,2023-05-31,2023-06-03 19:53:42,2023-06-03 19:54:39,3,1179,true,C,false,L-bf6e33a134,1,,
2024年度精选策略/71.小试多因子策略，年化65%.txt,小试多因子策略，年化65%,小试多因子策略，年化65%,乘风万里,https://www.joinquant.com/post/42841,f7902b962bd0b2f8fa2065989e88220b8c60d6336a6284417d25a7bc136c519a,current archive source has no pre-OOS immutable timestamp,2020-01-01,2023-06-09,2023-06-12 21:41:47,2023-07-13 11:10:55,3,1170,true,C,false,L-8ee26d2380,19,,
2024年度精选策略/31.动量因子加RSRS择时和ETF轮动每日调仓.txt,动量因子加RSRS择时和ETF轮动每日调仓,动量因子加RSRS择时和ETF轮动每日调仓,wentaogg,https://www.joinquant.com/post/42949,c3125ab58fbd480740b796d1cec90110b12066cd05ef9521f0369cc9897d6b32,current archive source has no pre-OOS immutable timestamp,2019-01-01,2023-05-31,2023-06-19 22:45:54,2023-06-19 22:50:49,19,1163,true,C,false,L-f270e5d2b5,1,,
